t,sym,dir,raw,score,fwr,why,win,month
2025-09-10 05:00:00+00:00,EURJPY,SELL,1.2000000000000002,1.1400000000000001,0.45,верх диапазона,True,2025-09
2025-09-12 20:00:00+00:00,EURUSD,BUY,1.1,1.045,0.45,импульс вверх,False,2025-09
2025-09-15 00:00:00+00:00,EURJPY,BUY,1.2000000000000002,1.1400000000000001,0.45,RSI низкий,False,2025-09
2025-09-17 10:00:00+00:00,EURJPY,BUY,2.9,2.8274999999999997,0.475,низ диапазона+RSI низкий,True,2025-09
2025-09-17 20:00:00+00:00,EURUSD,BUY,2.4,2.28,0.45,низ диапазона+RSI низкий,True,2025-09
2025-09-18 05:00:00+00:00,EURUSD,BUY,2.4,2.28,0.45,низ диапазона+RSI низкий,True,2025-09
2025-09-18 10:00:00+00:00,EURUSD,BUY,1.1,1.045,0.45,импульс вверх,False,2025-09
2025-09-18 15:00:00+00:00,EURJPY,SELL,1.5,1.4625,0.475,верх диапазона+RSI высокий,False,2025-09
2025-09-18 20:00:00+00:00,EURJPY,SELL,1.5,1.4625,0.475,верх диапазона+RSI высокий,True,2025-09
2025-09-19 00:00:00+00:00,EURUSD,BUY,1.2000000000000002,1.1400000000000001,0.45,RSI низкий,False,2025-09
2025-09-19 05:00:00+00:00,EURJPY,BUY,2.4,2.34,0.475,низ диапазона+RSI низкий,True,2025-09
2025-09-19 10:00:00+00:00,EURJPY,BUY,1.1,1.1,0.5,импульс вверх,False,2025-09
2025-09-19 15:00:00+00:00,EURJPY,BUY,1.2000000000000002,1.2000000000000002,0.5,RSI низкий,False,2025-09
2025-09-23 00:00:00+00:00,EURUSD,SELL,1.5,1.4249999999999998,0.45,верх диапазона+RSI высокий,True,2025-09
2025-09-23 15:00:00+00:00,EURUSD,BUY,1.2000000000000002,1.1700000000000002,0.475,RSI низкий,True,2025-09
2025-09-24 10:00:00+00:00,EURUSD,BUY,2.1,2.1,0.5,низ диапазона+RSI низкий,False,2025-09
2025-09-24 15:00:00+00:00,EURUSD,BUY,2.1,2.1,0.5,низ диапазона+RSI низкий,False,2025-09
2025-09-24 20:00:00+00:00,EURUSD,BUY,2.1,2.1,0.5,низ диапазона+RSI низкий,True,2025-09
2025-09-25 15:00:00+00:00,EURUSD,BUY,2.1,2.1,0.5,низ диапазона+RSI низкий,False,2025-09
2025-09-25 20:00:00+00:00,EURUSD,BUY,2.1,2.0475,0.475,низ диапазона+RSI низкий,True,2025-09
2025-09-29 05:00:00+00:00,EURUSD,SELL,2.3000000000000003,2.2425,0.475,верх диапазона+RSI высокий,True,2025-09
2025-09-29 15:00:00+00:00,EURJPY,BUY,1.2000000000000002,1.1700000000000002,0.475,RSI низкий,False,2025-09
2025-09-30 05:00:00+00:00,EURJPY,BUY,1.2999999999999998,1.2674999999999998,0.475,низ диапазона,False,2025-09
2025-09-30 20:00:00+00:00,EURJPY,BUY,2.1,1.9949999999999999,0.45,низ диапазона+RSI низкий,True,2025-09
2025-10-01 05:00:00+00:00,EURJPY,BUY,1.2999999999999998,1.2349999999999999,0.45,низ диапазона,False,2025-10
2025-10-01 10:00:00+00:00,EURJPY,BUY,2.1,1.9949999999999999,0.45,низ диапазона+RSI низкий,True,2025-10
2025-10-01 15:00:00+00:00,EURJPY,BUY,2.1,1.9949999999999999,0.45,низ диапазона+RSI низкий,True,2025-10
2025-10-01 20:00:00+00:00,EURJPY,BUY,2.1,1.9949999999999999,0.45,низ диапазона+RSI низкий,True,2025-10
2025-10-02 15:00:00+00:00,EURUSD,BUY,2.1,2.1,0.5,низ диапазона+RSI низкий,True,2025-10
2025-10-03 05:00:00+00:00,EURJPY,SELL,1.3000000000000003,1.3325000000000002,0.525,верх диапазона+RSI высокий+импульс вверх,True,2025-10
2025-10-06 05:00:00+00:00,EURUSD,BUY,1.6,1.6,0.5,низ диапазона+RSI низкий,False,2025-10
2025-10-06 10:00:00+00:00,EURUSD,BUY,2.1,2.1,0.5,низ диапазона+RSI низкий,True,2025-10
2025-10-07 00:00:00+00:00,EURJPY,SELL,1.5,1.5374999999999999,0.525,верх диапазона+RSI высокий,True,2025-10
2025-10-07 20:00:00+00:00,EURUSD,BUY,1.2999999999999998,1.3324999999999998,0.525,низ диапазона,False,2025-10
2025-10-08 00:00:00+00:00,EURUSD,BUY,2.1,2.1,0.5,низ диапазона+RSI низкий,False,2025-10
2025-10-08 05:00:00+00:00,EURUSD,BUY,2.1,2.1,0.5,низ диапазона+RSI низкий,True,2025-10
2025-10-08 15:00:00+00:00,EURUSD,BUY,1.2999999999999998,1.3324999999999998,0.525,низ диапазона,True,2025-10
2025-10-09 00:00:00+00:00,EURUSD,SELL,1.2000000000000002,1.2600000000000002,0.55,верх диапазона,False,2025-10
2025-10-09 05:00:00+00:00,EURUSD,SELL,1.2000000000000002,1.2600000000000002,0.55,RSI высокий,True,2025-10
2025-10-09 15:00:00+00:00,EURJPY,BUY,2.4,2.52,0.55,низ диапазона+RSI низкий,True,2025-10
2025-10-09 20:00:00+00:00,EURUSD,BUY,2.1,2.2575,0.575,низ диапазона+RSI низкий,False,2025-10
2025-10-10 00:00:00+00:00,EURJPY,BUY,2.4,2.4599999999999995,0.525,низ диапазона+RSI низкий,False,2025-10
2025-10-10 20:00:00+00:00,EURJPY,BUY,2.9,2.9724999999999997,0.525,низ диапазона+RSI низкий,True,2025-10
2025-10-13 10:00:00+00:00,USDCHF,BUY,1.1,1.045,0.45,импульс вверх,True,2025-10
2025-10-14 00:00:00+00:00,EURUSD,BUY,1.2999999999999998,1.3974999999999997,0.575,низ диапазона,True,2025-10
2025-10-14 05:00:00+00:00,EURJPY,BUY,2.9,2.9724999999999997,0.525,низ диапазона+RSI низкий,False,2025-10
2025-10-14 10:00:00+00:00,EURJPY,BUY,2.1,2.1,0.5,низ диапазона+RSI низкий,True,2025-10
2025-10-14 15:00:00+00:00,USDCHF,BUY,1.6,1.56,0.475,низ диапазона,False,2025-10
2025-10-14 20:00:00+00:00,EURUSD,SELL,2.0,2.2,0.6,верх диапазона+RSI высокий,False,2025-10
2025-10-15 00:00:00+00:00,EURUSD,SELL,2.0,2.2,0.6,верх диапазона+RSI высокий,False,2025-10
2025-10-15 05:00:00+00:00,EURUSD,SELL,1.5,1.6124999999999998,0.575,верх диапазона,False,2025-10
2025-10-15 20:00:00+00:00,USDCHF,BUY,2.1,1.9949999999999999,0.45,низ диапазона+RSI низкий,False,2025-10
2025-10-16 05:00:00+00:00,EURJPY,BUY,1.1,1.1550000000000002,0.55,импульс вверх,True,2025-10
2025-10-16 20:00:00+00:00,USDCHF,BUY,2.1,1.9949999999999999,0.45,низ диапазона+RSI низкий,False,2025-10
2025-10-17 00:00:00+00:00,USDCHF,BUY,2.1,1.9949999999999999,0.45,низ диапазона+RSI низкий,False,2025-10
2025-10-17 05:00:00+00:00,USDCHF,BUY,2.1,1.9949999999999999,0.45,низ диапазона+RSI низкий,True,2025-10
2025-10-17 15:00:00+00:00,EURUSD,BUY,1.2000000000000002,1.2600000000000002,0.55,RSI низкий,False,2025-10
2025-10-17 20:00:00+00:00,EURUSD,BUY,2.4,2.52,0.55,низ диапазона+RSI низкий,True,2025-10
2025-10-20 00:00:00+00:00,EURJPY,SELL,1.3000000000000003,1.3650000000000004,0.55,верх диапазона+RSI высокий+импульс вверх,True,2025-10
2025-10-20 10:00:00+00:00,EURUSD,BUY,1.6,1.6800000000000002,0.55,низ диапазона,True,2025-10
2025-10-20 20:00:00+00:00,EURUSD,BUY,2.1,2.205,0.55,низ диапазона+RSI низкий,True,2025-10
2025-10-21 05:00:00+00:00,EURUSD,BUY,2.1,2.2575,0.575,низ диапазона+RSI низкий,False,2025-10
2025-10-21 10:00:00+00:00,EURUSD,BUY,2.1,2.2575,0.575,низ диапазона+RSI низкий,False,2025-10
2025-10-21 20:00:00+00:00,EURUSD,BUY,2.1,2.205,0.55,низ диапазона+RSI низкий,True,2025-10
2025-10-22 00:00:00+00:00,EURJPY,BUY,1.2000000000000002,1.29,0.575,RSI низкий,True,2025-10
2025-10-22 10:00:00+00:00,EURJPY,BUY,1.6,1.72,0.575,низ диапазона,True,2025-10
2025-10-22 15:00:00+00:00,EURJPY,BUY,1.1,1.1825,0.575,импульс вверх,True,2025-10
2025-10-23 00:00:00+00:00,EURJPY,SELL,1.5,1.6500000000000001,0.6,верх диапазона+RSI высокий,False,2025-10
2025-10-23 05:00:00+00:00,EURJPY,SELL,1.5,1.6124999999999998,0.575,верх диапазона+RSI высокий,False,2025-10
2025-10-23 10:00:00+00:00,EURUSD,BUY,2.1,2.2575,0.575,низ диапазона+RSI низкий,True,2025-10
2025-10-23 20:00:00+00:00,EURUSD,SELL,2.0,2.15,0.575,верх диапазона+RSI высокий,True,2025-10
2025-10-24 00:00:00+00:00,EURUSD,SELL,2.0,2.2,0.6,верх диапазона+RSI высокий,True,2025-10
2025-10-24 10:00:00+00:00,USDCHF,SELL,2.0,1.95,0.475,верх диапазона+RSI высокий,True,2025-10
2025-10-27 05:00:00+00:00,EURJPY,SELL,1.5,1.5750000000000002,0.55,верх диапазона+RSI высокий,True,2025-10
2025-10-28 00:00:00+00:00,EURJPY,BUY,1.6,1.6800000000000002,0.55,низ диапазона,False,2025-10
2025-10-28 05:00:00+00:00,EURJPY,BUY,2.9,3.045,0.55,низ диапазона+RSI низкий,False,2025-10
2025-10-28 10:00:00+00:00,EURJPY,BUY,2.9,2.9724999999999997,0.525,низ диапазона+RSI низкий,True,2025-10
2025-10-28 15:00:00+00:00,USDCHF,BUY,1.2999999999999998,1.3324999999999998,0.525,низ диапазона,True,2025-10
2025-10-29 00:00:00+00:00,EURJPY,BUY,2.1,2.1525,0.525,низ диапазона,True,2025-10
2025-10-29 05:00:00+00:00,EURUSD,BUY,2.4,2.6999999999999997,0.625,низ диапазона+RSI низкий,True,2025-10
2025-10-30 15:00:00+00:00,EURUSD,BUY,2.1,2.415,0.65,низ диапазона+RSI низкий,True,2025-10
2025-10-30 20:00:00+00:00,EURUSD,BUY,2.1,2.415,0.65,низ диапазона+RSI низкий,True,2025-10
2025-10-31 00:00:00+00:00,EURJPY,BUY,1.2000000000000002,1.29,0.575,RSI низкий,False,2025-10
2025-10-31 10:00:00+00:00,EURJPY,BUY,1.1,1.1825,0.575,импульс вверх,False,2025-10
2025-10-31 20:00:00+00:00,EURJPY,BUY,2.4,2.52,0.55,низ диапазона+RSI низкий,True,2025-10
2025-11-03 00:00:00+00:00,EURUSD,BUY,2.1,2.4675000000000002,0.675,низ диапазона+RSI низкий,True,2025-11
2025-11-03 10:00:00+00:00,EURJPY,BUY,2.1,2.2575,0.575,низ диапазона,True,2025-11
2025-11-04 00:00:00+00:00,EURUSD,BUY,1.2999999999999998,1.5599999999999998,0.7,низ диапазона,True,2025-11
2025-11-04 05:00:00+00:00,EURJPY,BUY,2.1,2.3100000000000005,0.6,низ диапазона+RSI низкий,False,2025-11
2025-11-04 10:00:00+00:00,EURJPY,BUY,2.1,2.3100000000000005,0.6,низ диапазона+RSI низкий,False,2025-11
2025-11-04 15:00:00+00:00,EURJPY,BUY,2.1,2.3100000000000005,0.6,низ диапазона+RSI низкий,True,2025-11
2025-11-04 20:00:00+00:00,EURUSD,BUY,2.1,2.4675000000000002,0.675,низ диапазона+RSI низкий,True,2025-11
2025-11-05 00:00:00+00:00,EURUSD,BUY,2.1,2.4675000000000002,0.675,низ диапазона+RSI низкий,True,2025-11
2025-11-05 15:00:00+00:00,EURJPY,SELL,1.3000000000000003,1.4625000000000004,0.625,верх диапазона+RSI высокий+импульс вверх,True,2025-11
2025-11-05 20:00:00+00:00,EURJPY,SELL,1.2000000000000002,1.35,0.625,верх диапазона,False,2025-11
2025-11-06 00:00:00+00:00,USDCHF,BUY,1.6,1.64,0.525,низ диапазона,True,2025-11
2025-11-06 05:00:00+00:00,USDCHF,BUY,2.4,2.4599999999999995,0.525,низ диапазона+RSI низкий,True,2025-11
2025-11-06 10:00:00+00:00,EURUSD,SELL,1.2000000000000002,1.4400000000000002,0.7,RSI высокий,False,2025-11
2025-11-06 15:00:00+00:00,USDCHF,BUY,2.1,2.205,0.55,низ диапазона,False,2025-11
2025-11-06 20:00:00+00:00,USDCHF,BUY,2.9,3.045,0.55,низ диапазона+RSI низкий,True,2025-11
2025-11-07 00:00:00+00:00,USDCHF,BUY,1.2000000000000002,1.2600000000000002,0.55,RSI низкий,True,2025-11
2025-11-07 10:00:00+00:00,EURUSD,SELL,1.5,1.7625000000000002,0.675,верх диапазона,False,2025-11
2025-11-07 15:00:00+00:00,USDCHF,BUY,1.7000000000000002,1.8275000000000001,0.575,RSI низкий,True,2025-11
2025-11-10 00:00:00+00:00,USDCHF,BUY,1.1,1.2100000000000002,0.6,импульс вверх,False,2025-11
2025-11-10 05:00:00+00:00,EURJPY,SELL,1.5,1.5750000000000002,0.55,верх диапазона+RSI высокий,False,2025-11
2025-11-10 15:00:00+00:00,EURUSD,BUY,1.6,1.8800000000000001,0.675,низ диапазона,True,2025-11
2025-11-10 20:00:00+00:00,USDCHF,BUY,1.6,1.72,0.575,низ диапазона+RSI низкий,True,2025-11
2025-11-11 05:00:00+00:00,USDCHF,BUY,2.1,2.3100000000000005,0.6,низ диапазона+RSI низкий,False,2025-11
2025-11-11 10:00:00+00:00,USDCHF,BUY,2.1,2.2575,0.575,низ диапазона+RSI низкий,False,2025-11
2025-11-11 15:00:00+00:00,USDCHF,BUY,2.1,2.205,0.55,низ диапазона+RSI низкий,True,2025-11
2025-11-12 05:00:00+00:00,EURUSD,BUY,1.2000000000000002,1.4100000000000004,0.675,RSI низкий,False,2025-11
2025-11-12 10:00:00+00:00,EURUSD,BUY,1.6,1.8399999999999999,0.65,низ диапазона,True,2025-11
2025-11-12 15:00:00+00:00,USDCHF,BUY,2.1,2.2575,0.575,низ диапазона+RSI низкий,True,2025-11
2025-11-12 20:00:00+00:00,EURJPY,SELL,1.5,1.5374999999999999,0.525,верх диапазона+RSI высокий,True,2025-11
2025-11-13 05:00:00+00:00,USDCHF,SELL,2.0,2.15,0.575,верх диапазона+RSI высокий,True,2025-11
2025-11-13 15:00:00+00:00,USDCHF,BUY,2.1,2.3100000000000005,0.6,низ диапазона+RSI низкий,True,2025-11
2025-11-14 05:00:00+00:00,EURJPY,SELL,1.5,1.5750000000000002,0.55,верх диапазона+RSI высокий,True,2025-11
2025-11-14 10:00:00+00:00,EURUSD,BUY,1.6,1.8800000000000001,0.675,низ диапазона,False,2025-11
2025-11-14 15:00:00+00:00,EURUSD,BUY,1.6,1.8399999999999999,0.65,низ диапазона,True,2025-11
2025-11-14 20:00:00+00:00,USDCHF,SELL,1.2000000000000002,1.3200000000000003,0.6,верх диапазона,False,2025-11
2025-11-17 00:00:00+00:00,EURUSD,BUY,1.6,1.8399999999999999,0.65,низ диапазона,False,2025-11
2025-11-17 05:00:00+00:00,EURUSD,BUY,2.9,3.3349999999999995,0.65,низ диапазона+RSI низкий,False,2025-11
2025-11-17 10:00:00+00:00,EURUSD,BUY,2.9,3.2624999999999997,0.625,низ диапазона+RSI низкий,True,2025-11
2025-11-17 20:00:00+00:00,EURUSD,BUY,2.1,2.3625000000000003,0.625,низ диапазона,True,2025-11
2025-11-18 00:00:00+00:00,EURUSD,BUY,2.1,2.3625000000000003,0.625,низ диапазона,True,2025-11
2025-11-18 10:00:00+00:00,EURUSD,BUY,2.1,2.415,0.65,низ диапазона,False,2025-11
2025-11-18 15:00:00+00:00,EURUSD,BUY,1.6,1.8399999999999999,0.65,низ диапазона,False,2025-11
2025-11-18 20:00:00+00:00,USDCHF,SELL,1.5,1.5374999999999999,0.525,верх диапазона+RSI высокий,False,2025-11
2025-11-19 10:00:00+00:00,EURUSD,BUY,1.2999999999999998,1.4949999999999997,0.65,низ диапазона,False,2025-11
2025-11-19 15:00:00+00:00,EURUSD,BUY,2.1,2.3625000000000003,0.625,низ диапазона+RSI низкий,False,2025-11
2025-11-19 20:00:00+00:00,EURUSD,BUY,2.1,2.3625000000000003,0.625,низ диапазона+RSI низкий,False,2025-11
2025-11-20 05:00:00+00:00,EURUSD,BUY,2.1,2.3100000000000005,0.6,низ диапазона+RSI низкий,True,2025-11
2025-11-21 05:00:00+00:00,USDCHF,BUY,2.4,2.4599999999999995,0.525,низ диапазона+RSI низкий,True,2025-11
2025-11-21 10:00:00+00:00,EURJPY,BUY,2.4,2.4599999999999995,0.525,низ диапазона+RSI низкий,False,2025-11
2025-11-21 15:00:00+00:00,EURJPY,BUY,2.9,2.9,0.5,низ диапазона+RSI низкий,True,2025-11
2025-11-21 20:00:00+00:00,EURJPY,BUY,2.9,2.9,0.5,низ диапазона+RSI низкий,True,2025-11
2025-11-24 10:00:00+00:00,USDCHF,BUY,1.6,1.6800000000000002,0.55,низ диапазона,True,2025-11
2025-11-24 15:00:00+00:00,USDCHF,BUY,1.1,1.1825,0.575,импульс вверх,True,2025-11
2025-11-25 05:00:00+00:00,EURJPY,BUY,2.4,2.4,0.5,низ диапазона+RSI низкий,False,2025-11
2025-11-25 10:00:00+00:00,EURJPY,BUY,1.2000000000000002,1.1700000000000002,0.475,RSI низкий,True,2025-11
2025-11-26 00:00:00+00:00,EURJPY,SELL,1.2000000000000002,1.1700000000000002,0.475,верх диапазона+RSI высокий,False,2025-11
2025-11-26 05:00:00+00:00,USDCHF,BUY,2.1,2.2575,0.575,низ диапазона,True,2025-11
2025-11-26 10:00:00+00:00,USDCHF,BUY,1.1,1.2100000000000002,0.6,импульс вверх,False,2025-11
2025-11-26 20:00:00+00:00,EURJPY,SELL,1.5,1.4625,0.475,верх диапазона+RSI высокий,True,2025-11
2025-11-27 00:00:00+00:00,USDCHF,BUY,2.1,2.2575,0.575,низ диапазона+RSI низкий,True,2025-11
2025-11-27 05:00:00+00:00,USDCHF,BUY,2.1,2.3100000000000005,0.6,низ диапазона+RSI низкий,True,2025-11
2025-11-27 10:00:00+00:00,EURUSD,BUY,1.6,1.72,0.575,низ диапазона,True,2025-11
2025-11-28 10:00:00+00:00,EURUSD,BUY,2.9,3.19,0.6,низ диапазона+RSI низкий,True,2025-11
2025-11-28 15:00:00+00:00,USDCHF,BUY,2.1,2.2575,0.575,низ диапазона+RSI низкий,True,2025-11
2025-12-01 00:00:00+00:00,EURUSD,SELL,1.2000000000000002,1.35,0.625,верх диапазона+RSI высокий,True,2025-12
2025-12-02 00:00:00+00:00,EURJPY,SELL,1.2000000000000002,1.2600000000000002,0.55,верх диапазона,False,2025-12
2025-12-02 05:00:00+00:00,EURUSD,BUY,2.4,2.6999999999999997,0.625,низ диапазона+RSI низкий,False,2025-12
2025-12-02 10:00:00+00:00,EURUSD,BUY,1.6,1.7600000000000002,0.6,низ диапазона,False,2025-12
2025-12-02 20:00:00+00:00,USDCHF,BUY,1.6,1.7600000000000002,0.6,низ диапазона+RSI низкий,False,2025-12
2025-12-03 00:00:00+00:00,USDCHF,BUY,1.6,1.72,0.575,низ диапазона+RSI низкий,False,2025-12
2025-12-03 05:00:00+00:00,USDCHF,BUY,2.1,2.205,0.55,низ диапазона+RSI низкий,False,2025-12
2025-12-03 10:00:00+00:00,USDCHF,BUY,2.1,2.1525,0.525,низ диапазона+RSI низкий,False,2025-12
2025-12-03 15:00:00+00:00,EURJPY,BUY,1.6,1.6800000000000002,0.55,низ диапазона,True,2025-12
2025-12-03 20:00:00+00:00,USDCHF,BUY,1.2999999999999998,1.3324999999999998,0.525,низ диапазона,True,2025-12
2025-12-04 00:00:00+00:00,EURJPY,BUY,2.4,2.52,0.55,низ диапазона+RSI низкий,True,2025-12
2025-12-04 10:00:00+00:00,EURJPY,BUY,2.9,3.045,0.55,низ диапазона+RSI низкий,False,2025-12
2025-12-04 15:00:00+00:00,EURJPY,BUY,2.1,2.1525,0.525,низ диапазона+RSI низкий,True,2025-12
2025-12-04 20:00:00+00:00,EURUSD,BUY,1.6,1.6800000000000002,0.55,низ диапазона,True,2025-12
2025-12-05 05:00:00+00:00,EURJPY,BUY,1.2999999999999998,1.3649999999999998,0.55,низ диапазона,True,2025-12
2025-12-05 20:00:00+00:00,EURJPY,SELL,1.2000000000000002,1.29,0.575,верх диапазона+RSI высокий,True,2025-12
2025-12-08 05:00:00+00:00,EURJPY,SELL,1.2000000000000002,1.29,0.575,верх диапазона,False,2025-12
2025-12-08 15:00:00+00:00,EURUSD,BUY,2.9,3.045,0.55,низ диапазона+RSI низкий,True,2025-12
2025-12-08 20:00:00+00:00,EURUSD,BUY,1.2000000000000002,1.2600000000000002,0.55,RSI низкий,True,2025-12
2025-12-09 00:00:00+00:00,EURJPY,SELL,1.5,1.5750000000000002,0.55,верх диапазона+RSI высокий,False,2025-12
2025-12-09 05:00:00+00:00,EURJPY,SELL,1.5,1.5374999999999999,0.525,верх диапазона+RSI высокий,False,2025-12
2025-12-09 15:00:00+00:00,EURUSD,BUY,1.2000000000000002,1.2600000000000002,0.55,RSI низкий,False,2025-12
2025-12-10 05:00:00+00:00,USDCHF,BUY,1.2000000000000002,1.2600000000000002,0.55,RSI низкий,False,2025-12
2025-12-10 15:00:00+00:00,USDCHF,BUY,2.1,2.1525,0.525,низ диапазона+RSI низкий,False,2025-12
2025-12-10 20:00:00+00:00,USDCHF,BUY,2.1,2.1,0.5,низ диапазона+RSI низкий,False,2025-12
2025-12-11 00:00:00+00:00,USDCHF,BUY,2.1,2.0475,0.475,низ диапазона+RSI низкий,True,2025-12
2025-12-11 05:00:00+00:00,USDCHF,BUY,2.1,2.1,0.5,низ диапазона+RSI низкий,False,2025-12
2025-12-11 10:00:00+00:00,USDCHF,BUY,2.1,2.0475,0.475,низ диапазона+RSI низкий,False,2025-12
2025-12-11 15:00:00+00:00,USDCHF,BUY,2.1,1.9949999999999999,0.45,низ диапазона+RSI низкий,True,2025-12
2025-12-11 20:00:00+00:00,USDCHF,BUY,1.6,1.52,0.45,RSI низкий+импульс вверх,False,2025-12
2025-12-12 05:00:00+00:00,EURJPY,SELL,1.5,1.5374999999999999,0.525,верх диапазона+RSI высокий,False,2025-12
2025-12-12 10:00:00+00:00,EURUSD,BUY,2.1,2.1525,0.525,низ диапазона+RSI низкий,True,2025-12
2025-12-12 20:00:00+00:00,USDCHF,SELL,1.2000000000000002,1.1400000000000001,0.45,верх диапазона,False,2025-12
2025-12-15 05:00:00+00:00,EURJPY,BUY,2.9,2.9724999999999997,0.525,низ диапазона+RSI низкий,True,2025-12
2025-12-15 10:00:00+00:00,EURJPY,BUY,1.7000000000000002,1.7425,0.525,RSI низкий,True,2025-12
2025-12-15 15:00:00+00:00,EURJPY,BUY,1.1,1.1550000000000002,0.55,импульс вверх,False,2025-12
