t,month,win,conf
2025-12-05 10:00:00+00:00,2025-12,True,0.03954230575033235
2025-12-05 15:00:00+00:00,2025-12,False,0.02218488892357351
2025-12-05 20:00:00+00:00,2025-12,False,0.08590215168029469
2025-12-08 00:00:00+00:00,2025-12,False,0.12820813301139877
2025-12-08 05:00:00+00:00,2025-12,False,0.048138170573224226
2025-12-08 10:00:00+00:00,2025-12,True,0.03407614532968417
2025-12-08 15:00:00+00:00,2025-12,True,0.10469272220850112
2025-12-08 20:00:00+00:00,2025-12,True,0.10391675137754647
2025-12-09 00:00:00+00:00,2025-12,False,0.052429514775889974
2025-12-09 05:00:00+00:00,2025-12,True,0.034134326784883595
2025-12-09 10:00:00+00:00,2025-12,True,0.04210711609166673
2025-12-09 15:00:00+00:00,2025-12,True,0.04020448069488136
2025-12-09 20:00:00+00:00,2025-12,False,0.06254729231685385
2025-12-10 00:00:00+00:00,2025-12,True,0.06574955616331574
2025-12-10 05:00:00+00:00,2025-12,True,0.04389976403114548
2025-12-10 10:00:00+00:00,2025-12,True,0.039431147763611896
2025-12-10 15:00:00+00:00,2025-12,False,0.042501062689257796
2025-12-10 20:00:00+00:00,2025-12,True,0.1087000502638319
2025-12-11 00:00:00+00:00,2025-12,False,0.08068568766725837
2025-12-11 05:00:00+00:00,2025-12,False,0.05271990731466991
2025-12-11 10:00:00+00:00,2025-12,False,0.08393582164909763
2025-12-11 15:00:00+00:00,2025-12,True,0.1025430935884748
2025-12-11 20:00:00+00:00,2025-12,True,0.11822571607178767
2025-12-12 00:00:00+00:00,2025-12,False,0.04980472585447515
2025-12-12 05:00:00+00:00,2025-12,False,0.04161850453487714
2025-12-12 10:00:00+00:00,2025-12,True,0.028741436929166087
2025-12-12 15:00:00+00:00,2025-12,True,0.023891909832022273
2025-12-12 20:00:00+00:00,2025-12,False,0.046984050529350285
2025-12-15 00:00:00+00:00,2025-12,True,0.06166668134950126
2025-12-15 05:00:00+00:00,2025-12,True,0.06350041699741071
2025-12-15 10:00:00+00:00,2025-12,True,0.045284138694949405
2025-12-15 15:00:00+00:00,2025-12,False,0.05950974973550682
2025-12-15 20:00:00+00:00,2025-12,True,0.05304105798932435
2025-12-16 00:00:00+00:00,2025-12,False,0.05175801420388104
2025-12-16 05:00:00+00:00,2025-12,True,0.04903483657811103
2025-12-16 10:00:00+00:00,2025-12,False,0.022043051046463646
2025-12-16 15:00:00+00:00,2025-12,True,0.051588118599025234
2025-12-16 20:00:00+00:00,2025-12,False,0.049397845864993406
2025-12-17 00:00:00+00:00,2025-12,True,0.053712817699822835
2025-12-17 05:00:00+00:00,2025-12,False,0.08514476517290792
2025-12-17 10:00:00+00:00,2025-12,True,0.07626409966810788
2025-12-17 15:00:00+00:00,2025-12,True,0.04403534481121385
2025-12-17 20:00:00+00:00,2025-12,True,0.05258205803064264
2025-12-18 00:00:00+00:00,2025-12,True,0.06673964838279878
2025-12-18 05:00:00+00:00,2025-12,False,0.0510050860151513
2025-12-18 10:00:00+00:00,2025-12,True,0.04389976403114548
2025-12-18 15:00:00+00:00,2025-12,False,0.03135758577764913
2025-12-18 20:00:00+00:00,2025-12,True,0.04030587403687169
2025-12-19 00:00:00+00:00,2025-12,True,0.06047472309299062
2025-12-19 05:00:00+00:00,2025-12,False,0.0632396262863556
2025-12-19 10:00:00+00:00,2025-12,True,0.0581706662566831
2025-12-19 15:00:00+00:00,2025-12,False,0.06388939756146939
2025-12-19 20:00:00+00:00,2025-12,True,0.09769122089898752
2025-12-22 00:00:00+00:00,2025-12,False,0.1034115551706355
2025-12-22 05:00:00+00:00,2025-12,False,0.017297303536740083
2025-12-22 10:00:00+00:00,2025-12,False,0.04073167026075497
2025-12-22 15:00:00+00:00,2025-12,False,0.08503108077151755
2025-12-22 20:00:00+00:00,2025-12,False,0.11108096920226562
2025-12-23 00:00:00+00:00,2025-12,False,0.04219770182376237
2025-12-23 05:00:00+00:00,2025-12,False,0.14577101887745358
2025-12-23 10:00:00+00:00,2025-12,True,0.10724088048121572
2025-12-23 15:00:00+00:00,2025-12,False,0.04143153363187846
2025-12-23 20:00:00+00:00,2025-12,False,0.05262412670929173
2025-12-24 00:00:00+00:00,2025-12,False,0.03326964539341415
2025-12-24 05:00:00+00:00,2025-12,True,0.026691944095182496
2025-12-24 10:00:00+00:00,2025-12,False,0.05316757242070702
2025-12-24 15:00:00+00:00,2025-12,False,0.04036680317896724
2025-12-24 20:00:00+00:00,2025-12,False,0.0987118809175328
2025-12-25 00:00:00+00:00,2025-12,False,0.07245558404326646
2025-12-25 05:00:00+00:00,2025-12,False,0.0693133557832033
2025-12-25 10:00:00+00:00,2025-12,False,0.0786313652723627
2025-12-25 15:00:00+00:00,2025-12,False,0.0786313652723627
2025-12-25 20:00:00+00:00,2025-12,True,0.07106600868132118
2025-12-26 00:00:00+00:00,2025-12,True,0.047404934827612544
2025-12-26 05:00:00+00:00,2025-12,False,0.05534346734042794
2025-12-26 10:00:00+00:00,2025-12,True,0.027338044174525622
2025-12-26 15:00:00+00:00,2025-12,True,0.03650565811952067
2025-12-26 20:00:00+00:00,2025-12,False,0.04470530412746221
2025-12-29 00:00:00+00:00,2025-12,True,0.05130995701520247
2025-12-29 05:00:00+00:00,2025-12,True,0.04684295748751677
2025-12-29 10:00:00+00:00,2025-12,False,0.02967936047989761
2025-12-29 15:00:00+00:00,2025-12,True,0.05684498461035181
2025-12-29 20:00:00+00:00,2025-12,True,0.042594389470621885
2025-12-30 00:00:00+00:00,2025-12,False,0.08967206703340225
2025-12-30 05:00:00+00:00,2025-12,True,0.03673577003346362
2025-12-30 10:00:00+00:00,2025-12,False,0.04161850453487714
2025-12-30 15:00:00+00:00,2025-12,True,0.059698522232725426
2025-12-30 20:00:00+00:00,2025-12,True,0.07804680143661269
2025-12-31 00:00:00+00:00,2025-12,True,0.10947069098633433
2025-12-31 05:00:00+00:00,2025-12,False,0.06340398414285298
2025-12-31 10:00:00+00:00,2025-12,True,0.0679156510537473
2025-12-31 15:00:00+00:00,2025-12,True,0.08796563433542981
2025-12-31 20:00:00+00:00,2025-12,True,0.09076164933881692
2026-01-01 00:00:00+00:00,2026-01,True,0.03247743359437111
2026-01-01 05:00:00+00:00,2026-01,False,0.04834012032919521
2026-01-01 10:00:00+00:00,2026-01,False,0.04881228377185576
2026-01-01 15:00:00+00:00,2026-01,False,0.056429641062199054
2026-01-01 20:00:00+00:00,2026-01,False,0.04669855059997824
2026-01-02 00:00:00+00:00,2026-01,True,0.05530125478963288
2026-01-02 05:00:00+00:00,2026-01,True,0.027041806405276814
2026-01-02 10:00:00+00:00,2026-01,True,0.0476690341843059
2026-01-02 15:00:00+00:00,2026-01,True,0.05158378712202916
2026-01-02 20:00:00+00:00,2026-01,False,0.07910456041347891
2026-01-05 00:00:00+00:00,2026-01,False,0.03539608436078123
2026-01-05 05:00:00+00:00,2026-01,False,0.03897517941142359
2026-01-05 10:00:00+00:00,2026-01,True,0.0496960651940076
2026-01-05 15:00:00+00:00,2026-01,False,0.03726529287797442
2026-01-05 20:00:00+00:00,2026-01,True,0.03193533479175581
2026-01-06 00:00:00+00:00,2026-01,True,0.028669072672669826
2026-01-06 05:00:00+00:00,2026-01,True,0.02854019129153229
2026-01-06 10:00:00+00:00,2026-01,True,0.049785646129127614
2026-01-06 15:00:00+00:00,2026-01,False,0.05348842177791113
2026-01-06 20:00:00+00:00,2026-01,False,0.04666830498743679
2026-01-07 00:00:00+00:00,2026-01,False,0.03737697008193164
2026-01-07 05:00:00+00:00,2026-01,True,0.05197386061810527
2026-01-07 10:00:00+00:00,2026-01,False,0.05582224998572738
2026-01-07 15:00:00+00:00,2026-01,True,0.05859781671486797
2026-01-07 20:00:00+00:00,2026-01,False,0.08636250477422913
2026-01-08 00:00:00+00:00,2026-01,True,0.0530439503951754
2026-01-08 05:00:00+00:00,2026-01,True,0.05140461549348818
2026-01-08 10:00:00+00:00,2026-01,True,0.051350268937346066
2026-01-08 15:00:00+00:00,2026-01,False,0.05221200319742525
2026-01-08 20:00:00+00:00,2026-01,True,0.09802384829610655
2026-01-09 00:00:00+00:00,2026-01,False,0.06138047571706784
2026-01-09 05:00:00+00:00,2026-01,False,0.05929743753262251
2026-01-09 10:00:00+00:00,2026-01,True,0.07920106815676953
2026-01-09 15:00:00+00:00,2026-01,False,0.04023354889693631
2026-01-09 20:00:00+00:00,2026-01,True,0.10714977008007642
2026-01-12 00:00:00+00:00,2026-01,False,0.032123174229948814
2026-01-12 05:00:00+00:00,2026-01,True,0.03675315992601258
2026-01-12 10:00:00+00:00,2026-01,False,0.06176719681612591
2026-01-12 15:00:00+00:00,2026-01,False,0.06554146641922542
2026-01-12 20:00:00+00:00,2026-01,True,0.10177517811606351
2026-01-13 00:00:00+00:00,2026-01,True,0.051331220211527695
2026-01-13 05:00:00+00:00,2026-01,False,0.04616638999500344
2026-01-13 10:00:00+00:00,2026-01,True,0.03560977921040476
2026-01-13 15:00:00+00:00,2026-01,False,0.044358827628107944
2026-01-13 20:00:00+00:00,2026-01,True,0.08271241859057388
2026-01-14 00:00:00+00:00,2026-01,True,0.05723018392874413
2026-01-14 05:00:00+00:00,2026-01,True,0.05020010746126424
2026-01-14 10:00:00+00:00,2026-01,True,0.03987296114373806
2026-01-14 15:00:00+00:00,2026-01,True,0.05431203892759251
2026-01-14 20:00:00+00:00,2026-01,True,0.04473008534673795
2026-01-15 00:00:00+00:00,2026-01,False,0.044714790847603214
2026-01-15 05:00:00+00:00,2026-01,False,0.05898563381453226
2026-01-15 10:00:00+00:00,2026-01,False,0.04138804289844589
2026-01-15 15:00:00+00:00,2026-01,True,0.04274371891165657
2026-01-15 20:00:00+00:00,2026-01,True,0.08236174714810673
2026-01-16 00:00:00+00:00,2026-01,False,0.05330292204640252
2026-01-16 05:00:00+00:00,2026-01,False,0.04127907714414891
2026-01-16 10:00:00+00:00,2026-01,False,0.05174048092837458
2026-01-16 15:00:00+00:00,2026-01,True,0.04481389006619074
2026-01-16 20:00:00+00:00,2026-01,False,0.06101095818123814
2026-01-19 00:00:00+00:00,2026-01,True,0.03120343002944137
2026-01-19 05:00:00+00:00,2026-01,False,0.04222717042729307
2026-01-19 10:00:00+00:00,2026-01,True,0.03660391881647884
2026-01-19 15:00:00+00:00,2026-01,False,0.04216281498596025
2026-01-19 20:00:00+00:00,2026-01,False,0.02094517933781559
2026-01-20 00:00:00+00:00,2026-01,True,0.04543461180959396
2026-01-20 05:00:00+00:00,2026-01,False,0.04702154794203556
2026-01-20 10:00:00+00:00,2026-01,True,0.06974885681362286
2026-01-20 15:00:00+00:00,2026-01,False,0.05248632302792633
2026-01-20 20:00:00+00:00,2026-01,False,0.04565380399468444
2026-01-21 00:00:00+00:00,2026-01,True,0.07826916573755921
2026-01-21 05:00:00+00:00,2026-01,False,0.034419772774020085
2026-01-21 10:00:00+00:00,2026-01,True,0.05002752757363116
2026-01-21 15:00:00+00:00,2026-01,False,0.05129378634832338
2026-01-21 20:00:00+00:00,2026-01,False,0.0734333827492527
2026-01-22 00:00:00+00:00,2026-01,False,0.05289821939597339
2026-01-22 05:00:00+00:00,2026-01,True,0.03568057147160647
2026-01-22 10:00:00+00:00,2026-01,True,0.06481574268326595
2026-01-22 15:00:00+00:00,2026-01,False,0.1597385622178163
2026-01-22 20:00:00+00:00,2026-01,False,0.06653332387260014
2026-01-23 00:00:00+00:00,2026-01,False,0.15958473004603474
2026-01-23 05:00:00+00:00,2026-01,True,0.04379581187657827
2026-01-23 10:00:00+00:00,2026-01,True,0.04112079782597211
2026-01-23 15:00:00+00:00,2026-01,True,0.04294595091308456
2026-01-23 20:00:00+00:00,2026-01,True,0.11077952152233167
2026-01-26 00:00:00+00:00,2026-01,False,0.05314028401937254
2026-01-26 05:00:00+00:00,2026-01,False,0.09205925320600239
2026-01-26 10:00:00+00:00,2026-01,True,0.06516237095905608
2026-01-26 15:00:00+00:00,2026-01,True,0.0860715669773705
2026-01-26 20:00:00+00:00,2026-01,False,0.0727589059691004
2026-01-27 00:00:00+00:00,2026-01,False,0.054433517815834775
2026-01-27 05:00:00+00:00,2026-01,True,0.07918027036243314
2026-01-27 10:00:00+00:00,2026-01,True,0.047013998911134336
2026-01-27 15:00:00+00:00,2026-01,True,0.09870807332955689
2026-01-27 20:00:00+00:00,2026-01,False,0.14881297464839038
2026-01-28 00:00:00+00:00,2026-01,True,0.06730516905367256
2026-01-28 05:00:00+00:00,2026-01,False,0.10008534213388343
2026-01-28 10:00:00+00:00,2026-01,False,0.035044114780766966
2026-01-28 15:00:00+00:00,2026-01,True,0.06836537837115081
2026-01-28 20:00:00+00:00,2026-01,False,0.07889093981462947
2026-01-29 00:00:00+00:00,2026-01,False,0.04525366287034982
2026-01-29 05:00:00+00:00,2026-01,False,0.020529316291437727
2026-01-29 10:00:00+00:00,2026-01,True,0.03877745332977678
2026-01-29 15:00:00+00:00,2026-01,False,0.04273356236399112
2026-01-29 20:00:00+00:00,2026-01,False,0.09346560979760388
2026-01-30 00:00:00+00:00,2026-01,False,0.04574162877906818
2026-01-30 05:00:00+00:00,2026-01,True,0.05779827691193118
2026-01-30 10:00:00+00:00,2026-01,False,0.026787184838772904
2026-01-30 15:00:00+00:00,2026-01,False,0.07173291897703826
2026-01-30 20:00:00+00:00,2026-01,False,0.0906008039893561
2026-02-02 00:00:00+00:00,2026-02,True,0.07394190262231515
2026-02-02 05:00:00+00:00,2026-02,True,0.07394190262231515
2026-02-02 10:00:00+00:00,2026-02,True,0.07394190262231515
2026-02-02 15:00:00+00:00,2026-02,False,0.06725060369474956
2026-02-02 20:00:00+00:00,2026-02,False,0.15518705976070635
2026-02-03 00:00:00+00:00,2026-02,True,0.102946699536968
2026-02-03 05:00:00+00:00,2026-02,False,0.12640160363014302
2026-02-03 10:00:00+00:00,2026-02,False,0.07457614246608946
2026-02-03 15:00:00+00:00,2026-02,True,0.14173219826879824
2026-02-03 20:00:00+00:00,2026-02,True,0.08444879769529523
2026-02-04 00:00:00+00:00,2026-02,True,0.04590008199817597
2026-02-04 05:00:00+00:00,2026-02,False,0.18461553486295074
2026-02-04 10:00:00+00:00,2026-02,True,0.06142919048752843
2026-02-04 15:00:00+00:00,2026-02,False,0.046637033752903734
2026-02-04 20:00:00+00:00,2026-02,False,0.0749983095041673
2026-02-05 00:00:00+00:00,2026-02,False,0.06844592991881326
2026-02-05 05:00:00+00:00,2026-02,True,0.1464930236533014
2026-02-05 10:00:00+00:00,2026-02,False,0.07084605866716043
2026-02-05 15:00:00+00:00,2026-02,True,0.10294532206712137
2026-02-05 20:00:00+00:00,2026-02,False,0.09067718339981767
2026-02-06 00:00:00+00:00,2026-02,True,0.06875332241814813
2026-02-06 05:00:00+00:00,2026-02,True,0.03510529282755731
2026-02-06 10:00:00+00:00,2026-02,True,0.03999252181188717
2026-02-06 15:00:00+00:00,2026-02,False,0.1518748122254282
2026-02-06 20:00:00+00:00,2026-02,False,0.10865251147338312
2026-02-09 00:00:00+00:00,2026-02,False,0.07307201115472639
2026-02-09 05:00:00+00:00,2026-02,True,0.0733756437709866
2026-02-09 10:00:00+00:00,2026-02,True,0.07966256380220404
2026-02-09 15:00:00+00:00,2026-02,True,0.058406691929605015
2026-02-09 20:00:00+00:00,2026-02,False,0.10142592493632718
2026-02-10 00:00:00+00:00,2026-02,True,0.1005907379367123
2026-02-10 05:00:00+00:00,2026-02,False,0.07289826457062676
2026-02-10 10:00:00+00:00,2026-02,False,0.05008853874904717
2026-02-10 15:00:00+00:00,2026-02,True,0.12581981800875608
2026-02-10 20:00:00+00:00,2026-02,True,0.1844219590055003
2026-02-11 00:00:00+00:00,2026-02,False,0.15251609432774127
2026-02-11 05:00:00+00:00,2026-02,True,0.12527308933942227
2026-02-11 10:00:00+00:00,2026-02,False,0.10000753397701878
2026-02-11 15:00:00+00:00,2026-02,False,0.1415789372254198
2026-02-11 20:00:00+00:00,2026-02,False,0.07402263803808518
2026-02-12 00:00:00+00:00,2026-02,True,0.09165275357082969
2026-02-12 05:00:00+00:00,2026-02,True,0.0667170033086188
2026-02-12 10:00:00+00:00,2026-02,True,0.032917699766420894
2026-02-12 15:00:00+00:00,2026-02,False,0.05977393437178924
2026-02-12 20:00:00+00:00,2026-02,True,0.23275578081533355
2026-02-13 00:00:00+00:00,2026-02,False,0.08303751570341977
2026-02-13 05:00:00+00:00,2026-02,True,0.08371066476335509
2026-02-13 10:00:00+00:00,2026-02,True,0.07077146760673181
2026-02-13 15:00:00+00:00,2026-02,True,0.0651685130460613
2026-02-13 20:00:00+00:00,2026-02,True,0.1427055725768227
2026-02-16 00:00:00+00:00,2026-02,True,0.0742851595327968
2026-02-16 05:00:00+00:00,2026-02,False,0.10083347747533039
2026-02-16 10:00:00+00:00,2026-02,False,0.05770231416067606
2026-02-16 15:00:00+00:00,2026-02,True,0.060828520084651116
2026-02-16 20:00:00+00:00,2026-02,False,0.0551199372589849
2026-02-17 00:00:00+00:00,2026-02,False,0.025822785386786284
2026-02-17 05:00:00+00:00,2026-02,True,0.03898917524727474
2026-02-17 10:00:00+00:00,2026-02,False,0.04193514649293906
2026-02-17 15:00:00+00:00,2026-02,True,0.11093434007675329
2026-02-17 20:00:00+00:00,2026-02,True,0.15845812981691942
2026-02-18 00:00:00+00:00,2026-02,True,0.04280975755926786
2026-02-18 05:00:00+00:00,2026-02,True,0.0842749069545109
2026-02-18 10:00:00+00:00,2026-02,True,0.03825075940053302
2026-02-18 15:00:00+00:00,2026-02,False,0.03392888390168447
2026-02-18 20:00:00+00:00,2026-02,False,0.14380868566644534
2026-02-19 00:00:00+00:00,2026-02,True,0.14766621476765662
2026-02-19 05:00:00+00:00,2026-02,True,0.04678987470496554
2026-02-19 10:00:00+00:00,2026-02,False,0.06343996359297133
2026-02-19 15:00:00+00:00,2026-02,True,0.04415892725576698
2026-02-19 20:00:00+00:00,2026-02,True,0.09499783729227262
2026-02-20 00:00:00+00:00,2026-02,False,0.034526789645379585
2026-02-20 05:00:00+00:00,2026-02,True,0.04890936841282578
2026-02-20 10:00:00+00:00,2026-02,True,0.03960013944541074
2026-02-20 15:00:00+00:00,2026-02,False,0.04836584164511398
2026-02-20 20:00:00+00:00,2026-02,False,0.08651452116863634
2026-02-23 00:00:00+00:00,2026-02,False,0.12453557401094373
2026-02-23 05:00:00+00:00,2026-02,True,0.08317210788655438
2026-02-23 10:00:00+00:00,2026-02,False,0.08475741465517828
2026-02-23 15:00:00+00:00,2026-02,True,0.05434680919074464
2026-02-23 20:00:00+00:00,2026-02,True,0.07395350756159913
2026-02-24 00:00:00+00:00,2026-02,True,0.016225209506390892
2026-02-24 05:00:00+00:00,2026-02,True,0.05326295973640793
2026-02-24 10:00:00+00:00,2026-02,False,0.046274025119065754
2026-02-24 15:00:00+00:00,2026-02,False,0.10842779995075236
2026-02-24 20:00:00+00:00,2026-02,True,0.034704047162415486
2026-02-25 00:00:00+00:00,2026-02,True,0.028884273119868853
2026-02-25 05:00:00+00:00,2026-02,False,0.03874685004944034
2026-02-25 10:00:00+00:00,2026-02,False,0.04240840967043835
2026-02-25 15:00:00+00:00,2026-02,True,0.0537845279743705
2026-02-25 20:00:00+00:00,2026-02,True,0.04443652118047159
2026-02-26 00:00:00+00:00,2026-02,True,0.06444867590572112
2026-02-26 05:00:00+00:00,2026-02,False,0.061611715392349775
2026-02-26 10:00:00+00:00,2026-02,True,0.069094749231566
2026-02-26 15:00:00+00:00,2026-02,False,0.044924698000254004
2026-02-26 20:00:00+00:00,2026-02,False,0.03852720658005693
2026-02-27 00:00:00+00:00,2026-02,True,0.07357004101259568
2026-02-27 05:00:00+00:00,2026-02,True,0.04936873035648809
2026-02-27 10:00:00+00:00,2026-02,False,0.049327793731385294
2026-02-27 15:00:00+00:00,2026-02,True,0.058180651163243446
2026-02-27 20:00:00+00:00,2026-02,False,0.08326805113094249
2026-03-02 00:00:00+00:00,2026-03,False,0.15215466062583605
2026-03-02 05:00:00+00:00,2026-03,False,0.03152445619449207
2026-03-02 10:00:00+00:00,2026-03,True,0.049649933565752535
2026-03-02 15:00:00+00:00,2026-03,True,0.12578662734655366
2026-03-02 20:00:00+00:00,2026-03,True,0.11647939277367902
2026-03-03 00:00:00+00:00,2026-03,False,0.0446322011267809
2026-03-03 05:00:00+00:00,2026-03,False,0.07243929161319662
2026-03-03 10:00:00+00:00,2026-03,False,0.16414580931413203
2026-03-03 15:00:00+00:00,2026-03,True,0.12360637780073747
2026-03-03 20:00:00+00:00,2026-03,False,0.1227545700330942
2026-03-04 00:00:00+00:00,2026-03,False,0.07261617501993045
2026-03-04 05:00:00+00:00,2026-03,True,0.06875818508235232
2026-03-04 10:00:00+00:00,2026-03,True,0.11954047328141243
2026-03-04 15:00:00+00:00,2026-03,True,0.09143915851786882
2026-03-04 20:00:00+00:00,2026-03,True,0.062432761231206835
2026-03-05 00:00:00+00:00,2026-03,False,0.04781565535746435
2026-03-05 05:00:00+00:00,2026-03,True,0.14445219613710347
2026-03-05 10:00:00+00:00,2026-03,False,0.04340090066411417
2026-03-05 15:00:00+00:00,2026-03,True,0.10990077726834424
2026-03-05 20:00:00+00:00,2026-03,False,0.0531424641763345
2026-03-06 00:00:00+00:00,2026-03,True,0.07738526393843781
2026-03-06 05:00:00+00:00,2026-03,True,0.03570042919950456
2026-03-06 10:00:00+00:00,2026-03,False,0.036530880298982105
2026-03-06 15:00:00+00:00,2026-03,True,0.08400720838757514
2026-03-06 20:00:00+00:00,2026-03,False,0.05596802561930925
2026-03-09 00:00:00+00:00,2026-03,False,0.09415612991867661
2026-03-09 05:00:00+00:00,2026-03,True,0.06807278037755665
2026-03-09 10:00:00+00:00,2026-03,True,0.09186700370525314
2026-03-09 15:00:00+00:00,2026-03,True,0.029641812824177105
2026-03-09 20:00:00+00:00,2026-03,False,0.12045119446892555
2026-03-10 00:00:00+00:00,2026-03,False,0.06918526937759106
2026-03-10 05:00:00+00:00,2026-03,False,0.04240762484414362
2026-03-10 10:00:00+00:00,2026-03,False,0.05827832631936941
